comment,list of emojis,sentiment ranking,classification
"{يَوْمَ تَشْهَدُ عَلَيْهِمْ أَلْسِنَتُهُمْ وَأَيْدِيهِمْ وَأَرْجُلُهُم بِمَا كَانُوا يَعْمَلُونَ}
كل الهاشتاجات دي متجمعة عايزين نحافظ على وجودهم ك ترند .
#we_love_mohammad_ﷺ_challenge﻿￼￼￼￼﻿￼﻿￼￼﻿￼￼﻿￼￼﻿﻿
#Sauf_le_messager_de_Dieu
#Sauf_le_bien_aimé_d_Allah
#Notre_religion_est_la_religion_droite_de_la_vérité
#Boycottez_les_produits_français
#الا_رسول_الله
#إلا_حبيب_الله
#ديننا_دين_الحق
#مقاطعة_المنتجات_الفرنسية
#اللَّهُمَّ_صَلِّی_عَلَی_مُحَمَّدٍ_وَّعَلَی_آلِ_مُحَمَّدِِ_challenge﻿￼￼￼￼﻿￼﻿￼￼﻿￼￼﻿￼￼﻿﻿￼﻿￼﻿﻿ 
#إلا_رسول_الله
#عذرا_رسول_الله
#مقاطعه_المنتجات_الفرنسيه
#رسولنا_خط_احمر
#الا_حبيب_الله 
#ماكرون_يسئ_النبي
#حبيبي_يارسول_الله
أنت الأحسن لا مثيل لك.. ♥️ 
םבםב رسول ٱɑɺɺ ﷺ
ليس عندنا أغلى من النبي ﷺ
#إلا_رسول_الله ﷺ
#مقاطعة_المنتجات_الفرنسية
#مقاطعة_فرنسا
#Boycott_French_Products
#Boycott_French_Products
#except_Godis_messenger",['♥'],0.658,Positive
😂,['😂'],0.221,Positive
😍زيانتي العفريتة,['😍'],0.678,Positive
😍,['😍'],0.678,Positive
اللهم امييييين يا رب ♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥,"['♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥']",0.658,Positive
❤️❤️❤️❤️❤️❤️,"['❤', '❤', '❤', '❤', '❤', '❤']",0.746,Positive
❤️❤️❤️❤️,"['❤', '❤', '❤', '❤']",0.746,Positive
Omniti nvalider fhad la fac d Rabat 🙂,['🙂'],0.0,Objective / Non-conclusive
رسلتك رسالة فالخاص مهمة،. اذا كان ممكن تقرايها ونتي كصحفية مشرفة للبلاد تقدي تنقذي الموقف، تحياتي لك 🇲🇦🌹,"['🇲', '🇦', '🌹']",0.39366666666666666,Positive
الحلم ديالي حاليا تزوجي ☺️بشي وزير,['☺'],0.658,Positive
امنيتي نوالي بحالك انشاء الله كنبغيك بزاف @bouchra_ddeau ❤️❤️❤️❤️❤️,"['❤', '❤', '❤', '❤', '❤']",0.746,Positive
❤️❤️❤️❤️,"['❤', '❤', '❤', '❤']",0.746,Positive
حلمي الآن هو نفيق لقا لوباء مشى و نكمل قرايتي و ندير شي حاجة تنفع البلاد 🇲🇦,"['🇲', '🇦']",0.2855,Positive
ياختى ياختي على زيونات ❤😍,"['❤', '😍']",0.712,Positive
🌷👑🇲🇦,"['🌷', '👑', '🇲', '🇦']",0.456,Positive
"رحم الله محمد الخامس والحسن الثاني رحمة واسعة وطيب الله ثراهم
وأطال الله في عمر أمير المؤمنين جلالة الملك محمد السادس وأيدهـ ونصرهـ وسدد خطاهـ وحفظ الله وليّ عهدهـ الأمين
وحفظ الله المغرب وشعبها وأدام الله عليهم الأمن والأمان 
وكل عام وأنتم بألف خير وعقبال ال100 عام يارب 🤲🏻","['🤲', '🏻']",0.0,Objective / Non-conclusive
تبارك الله عليك بشرى 😍,['😍'],0.678,Positive
😍😘,"['😍', '😘']",0.69,Positive
الله يرفع علينا هاذ الوباء يارب ويعطينا الصحة ويخليك لينا يا بشرى الضو ترسينتي ❤️❤️❤️,"['❤', '❤', '❤']",0.746,Positive
😘😘😘,"['😘', '😘', '😘']",0.702,Positive
🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦♥️♥️♥️♥️♥️مغربيه حتى النخاع وافتخر جداً جداًجداً🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦,"['🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '♥', '♥', '♥', '♥', '♥', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦', '🇲', '🇦']",0.3220196078431372,Positive
تنتمنى نكون صحافية جيدة💕,['💕'],0.633,Positive
❤️❤️❤️❤️😍😍😍,"['❤', '❤', '❤', '❤', '😍', '😍', '😍']",0.7168571428571429,Positive
🤲الله يلطف بنا و يرفع علينا هاد الوباء 🤲و نوليو لحياتنا العادية 🤲والله يخلي لنا الصحة والعافية يارب 🙏و تبقى بلادنا ديمااااااا بخير و ملكنا الغالي 😍🙏,"['🤲', '🤲', '🤲', '🙏', '😍', '🙏']",0.25233333333333335,Positive
صفحتنا تبيع ملابس أطفال مستوردة من تركيا مرحبا بكم🇹🇷,"['🇹', '🇷']",0.6715,Positive
❤️❤️❤️❤️❤️❤️❤️,"['❤', '❤', '❤', '❤', '❤', '❤', '❤']",0.7459999999999999,Positive
تشبهينهم حبيبتي🌹,['🌹'],0.61,Positive
Romance❤️😍,"['❤', '😍']",0.712,Positive
Tbarkellah 3liik ❤️❤️🔥,"['❤', '❤', '🔥']",0.544,Positive
كنحبوك وكنحبو روح مغربية لفيك🇲🇦❤️,"['🇲', '🇦', '❤']",0.439,Positive
❤️,['❤'],0.746,Positive
😘😘😘😘😘,"['😘', '😘', '😘', '😘', '😘']",0.702,Positive
الخير امام😍😍😍,"['😍', '😍', '😍']",0.678,Positive
Li ma😞😞😞😞😞😞,"['😞', '😞', '😞', '😞', '😞', '😞']",-0.118,Negative
ضحك ونشاط على صفحة ديالنا 🇲🇦❤️😂,"['🇲', '🇦', '❤', '😂']",0.3845,Positive
🌹🌹🌹,"['🌹', '🌹', '🌹']",0.61,Positive
💖💖,"['💖', '💖']",0.713,Positive
🌹🌹,"['🌹', '🌹']",0.61,Positive
كلي تفاؤل مثلك تماما بشرى .ارى داءما الجانب المشرق والايجابي وانتظر الجميل مهنا كانت الظروف صعبة 🌷❤️,"['🌷', '❤']",0.649,Positive
Ma bghina walo bghina  r n3rfo achno kayn suspense l7amd dyal hokouma tl3 lina f rassna et merci @bouchra_ddeau ❤️,['❤'],0.746,Positive
ماشاءالله اعليك❤️❤️❤️❤️❤️🙌,"['❤', '❤', '❤', '❤', '❤', '🙌']",0.715,Positive
❤️❤️🔥,"['❤', '❤', '🔥']",0.544,Positive
الحمد لله دائما وأبدا ☺️,['☺'],0.658,Positive
ان شاء الله يا رب انا ايضا متفاءل ما يكون غير الخير احسن و اجمل اعلامية ♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥,"['♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥']",0.6580000000000003,Positive
❤️❤️❤️❤️,"['❤', '❤', '❤', '❤']",0.746,Positive
♥️♥️♥️♥️❤️❤️♥️,"['♥', '♥', '♥', '♥', '❤', '❤', '♥']",0.6831428571428573,Positive
comme tu es adorable❤️😍,"['❤', '😍']",0.712,Positive
😍❤️,"['😍', '❤']",0.712,Positive
😂😂😂😂😂الهربا🏃🏻‍♂️🏃🏻‍♂️🏃🏻‍♂️🏃🏻‍♂️🏃🏻‍♂️🏃🏻‍♂️🏃🏻‍♂️🏃🏻‍♂️🏃🏻‍♂️,"['😂', '😂', '😂', '😂', '😂', '🏃', '🏻', '♂', '🏃', '🏻', '♂', '🏃', '🏻', '♂', '🏃', '🏻', '♂', '🏃', '🏻', '♂', '🏃', '🏻', '♂', '🏃', '🏻', '♂', '🏃', '🏻', '♂', '🏃', '🏻', '♂']",0.20750000000000005,Positive
الله اوفقك يارب يا اغلى نوارة بنت بلادي كنفتخر بيك لانك راقية ف اسلوبك ف اناقتك ف حواراتك يارب اوصلك لكل ما تطمحين اليه يارب🙏💕👍,"['🙏', '💕', '👍']",0.5243333333333333,Positive
Top❤️,['❤'],0.746,Positive
ماحدنا كانشوفوك راحنا بخير 🌹🌹🌹🌹🌹,"['🌹', '🌹', '🌹', '🌹', '🌹']",0.61,Positive
احسن حاجة يديرها الواحد خصوصا في الاوقات ليكون معصب وكيحس بتعب نفسي رهيب شي تحميمة ويلوح الهم مع الوسخ ويخرج واحد اخر لها مدبر حكيم ونعمة بالله 🌹,['🌹'],0.61,Positive
❤️❤️❤️😍😍😍😍😍❤️❤️❤️❤️😍😍😍😍😍❤️❤️❤️❤️😍😍😍😍😍❤️❤️❤️❤️😍😍😍😍😍❤️😍❤️❤️❤️😍😍😍😍😍❤️❤️❤️❤️😍😍😍😍😍❤️❤️❤️❤️😍😍😍😍😍,"['❤', '❤', '❤', '😍', '😍', '😍', '😍', '😍', '❤', '❤', '❤', '❤', '😍', '😍', '😍', '😍', '😍', '❤', '❤', '❤', '❤', '😍', '😍', '😍', '😍', '😍', '❤', '❤', '❤', '❤', '😍', '😍', '😍', '😍', '😍', '❤', '😍', '❤', '❤', '❤', '😍', '😍', '😍', '😍', '😍', '❤', '❤', '❤', '❤', '😍', '😍', '😍', '😍', '😍', '❤', '❤', '❤', '❤', '😍', '😍', '😍', '😍', '😍']",0.7071428571428571,Positive
😊😊👋,"['😊', '😊', '👋']",0.5686666666666667,Positive
❤️💜❤️😘,"['❤', '💜', '❤', '😘']",0.7125,Positive
❤️,['❤'],0.746,Positive
فيه فواكه البحر؟؟ 🤨,['🤨'],0.0,Objective / Non-conclusive
❤️❤️❤️❤️❤️❤️❤️❤️❤️🙌,"['❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '❤', '🙌']",0.7274,Positive
أنا منهم ماكاين غير تدواش او لماسكات الوجه او الجسم💋💋💋💋🌷🌷🌷🌷🌷,"['💋', '💋', '💋', '💋', '🌷', '🌷', '🌷', '🌷', '🌷']",0.6146666666666667,Positive
Tu es adorable canon rabi Khalik lina😍,['😍'],0.678,Positive
Toujours Bella bb love u💕💋,"['💕', '💋']",0.663,Positive
❤️❤️😍😘😘❤️💘❤️❤️احلى بشرى 😘😘,"['❤', '❤', '😍', '😘', '😘', '❤', '💘', '❤', '❤', '😘', '😘']",0.7186363636363637,Positive
"🔔6/11/2020 🔔
: هل تريد ان تحقق حلمك وتصل الى 1000مشترك و 4000 ساعة انضم الينا وسوف يصلك 1000 مشترك في اسرع وقت
هذه مجموعة لدعم قناتك و لتبادل الاشتراكات
والمشاهدات بصدق وامانة وتحقيق شروط يوتيوب 
*** فمرحبا بكم ***
القوانين:
1️⃣خمس دقائق مشاهدة
😊 دون تسريع الفيديو
2️⃣: الاعجاب بالفيديو
3️⃣: اشتراك بالقناة✅
4️⃣:تفعيل زر الجرس🔔
5️⃣: سكرين للشاشة🔲
الغرفة التجريبية👇👇👇👇👇👇https://chat.whatsapp.com/Lcn1LwjZEdf5DOBaEfRCwq","['🔔', '🔔', '😊', '✅', '🔔', '🔲', '👇', '👇', '👇', '👇', '👇', '👇']",0.5296666666666666,Positive
😍😍😍🔥🔥🙌,"['😍', '😍', '😍', '🔥', '🔥', '🙌']",0.4790000000000001,Positive
Ana bhalak ❤️❤️,"['❤', '❤']",0.746,Positive
والله ماكدبت فيها 👏👏👏,"['👏', '👏', '👏']",0.521,Positive
❤️❤️❤️❤️😍titiza,"['❤', '❤', '❤', '❤', '😍']",0.7323999999999999,Positive
ممممممممم. عاااد عرفنا منين كتجيبي خبار الوزارة. مرات اخنوش كتعطيك الأخبار من هنا وكديري إشهار لمنتوجات ها من هنا😂😂😂😂,"['😂', '😂', '😂', '😂']",0.221,Positive
مولات المنتوجات اللي كتعطيك خبار الويزارة😂😂😂😂,"['😂', '😂', '😂', '😂']",0.221,Positive
شحال خلصوك فهاد الاشهار😂,['😂'],0.221,Positive
بشرى كيف انتينا فاين غبرتي تبارك الله عليك 😍😍,"['😍', '😍']",0.678,Positive
جيتي فنة ❤️,['❤'],0.746,Positive
Wjdi l hajare sihi katswre ach radi dwze f dare bch ndiroh hta hna mn hna l9odame😂,['😂'],0.221,Positive
Chouting🔥🔥,"['🔥', '🔥']",0.14,Positive
بغينا الحجر فهاد اوطيل زوين كضحكو على الشعب ً😢😮😢,"['😢', '😮', '😢']",0.09733333333333334,Positive
❤️❤️❤️❤️,"['❤', '❤', '❤', '❤']",0.746,Positive
😢,['😢'],0.007,Positive
Publicité lchi hôtel 🤔🤔😁🤩🤩,"['🤔', '🤔', '😁', '🤩', '🤩']",0.09,Positive
7ama9a 😂 raykoun chi ichhar,['😂'],0.221,Positive
Hada ghir chi anti ride 🔥🔥🔥,"['🔥', '🔥', '🔥']",0.14,Positive
اشهار ديال صابون البلدي والغاسول 😂 ❤️🌹,"['😂', '❤', '🌹']",0.5256666666666666,Positive
🔥👌👌👌,"['🔥', '👌', '👌', '👌']",0.45799999999999996,Positive
الحجر الصحي الشامل 🤣🤣🤣,"['🤣', '🤣', '🤣']",0.0,Objective / Non-conclusive
tu ressemble à une vache 🐄,['🐄'],0.333,Positive
Li sma3 lmossi9a ghadi yhsab lih ghir chi film dyal ro3b 😂😂 ms 100% pub ou collaboration m3a yan and one 😂😂,"['😂', '😂', '😂', '😂']",0.221,Positive
بشرى 💟الله 🌹 يحفضك من 🌷عين بنادم 😍😍😍,"['💟', '🌹', '🌷', '😍', '😍', '😍']",0.6516666666666666,Positive
😍,['😍'],0.678,Positive
"Hna ra m9t3in 
Wnti dayra lsofitel ichhar 😠",['😠'],-0.302,Negative
❤️❤️❤️❤️,"['❤', '❤', '❤', '❤']",0.746,Positive
❤️❤️❤️❤️,"['❤', '❤', '❤', '❤']",0.746,Positive
روتيني اليومي 😜,['😜'],0.456,Positive
"Vous voulez changer de couleur sans abîmer vos cheveux, venez sur notre page @cosmeticsnatural01 pleins de colorations naturelles et recettes de soin capillaire🙋😍🌿","['🙋', '😍', '🌿']",0.5196666666666666,Positive
إشهار 🔥,['🔥'],0.14,Positive
هي الصراحة وجهك مألوف يجيو معاك الإشهارات ❤️,['❤'],0.746,Positive
❤️❤️❤️,"['❤', '❤', '❤']",0.746,Positive
❤️❤️❤️❤️,"['❤', '❤', '❤', '❤']",0.746,Positive
🌹🌹🌹,"['🌹', '🌹', '🌹']",0.61,Positive
غزالات ♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥,"['♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥', '♥']",0.6579999999999998,Positive
Hayhay 3la @nawfalalawamleh Sultan Suleiman 🙄😂,"['🙄', '😂']",0.1105,Positive
❤️❤️❤️,"['❤', '❤', '❤']",0.746,Positive
نظرات نوفل لا تبشر بخير عرس قرييييييب 😂😂😂,"['😂', '😂', '😂']",0.221,Positive
